constant_id,file_path,line_number,name,value,kind,category,reason,citation,verification_method,verification_outcome,verification_source,confidence,escalation_flag,notes
A4_0017,ear/h3/constants/horizons.py,21,FRAME_DURATION_MS,5.804,ann-assign,C,Frame duration ms = 1000/172.27 — mathematical inverse of FRAME_RATE,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: derived constant
A4_0018,ear/h3/constants/horizons.py,27,N_HORIZONS,32,ann-assign,C,T³ 32-horizon cardinality (4 bands × 8 horizons each) — structural per context_brief §1,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ horizon cardinality
A4_0019,ear/h3/constants/horizons.py,32,HORIZON_MS,"[5.8, 11.6, 17.4, 23.2, 34.8, 46.4, 200, 250, 300, 350, 400, 450, 525, 600, 700, 800, 1000, 1500, 2000, 3000, 5000, 8000, 15000, 25000, 36000, 60000, 120000, 200000, 414000, 600000, 800000, 981000]",ann-assign,B,T³ 32-horizon duration ladder 5.8 ms → 981 s — engine-authored log-coverage motivated by Hasson 2008 / Lerner 2011 TRW hierarchy; values NOT bit-equal to any single published list (context_brief §7.6 explicit risk area),Hasson 2008; Lerner 2011,websearch-scholar-snippet,PARTIAL,Hasson 2008 J Neurosci 28:2539 + Lerner 2011 J Neurosci 31:2906 found; both describe TRW hierarchy qualitatively (ms→minutes) — no specific 32-horizon ladder or ATTENTION_DECAY=3.0 published in either paper,MEDIUM,TRUE,B: TRW-inspired engine ladder; §7.6 forbids LIT-VERBATIM tag
A4_0020,ear/h3/constants/horizons.py,77,HORIZON_FRAMES,"[1, 2, 3, 4, 6, 8, 34, 43, 52, 60, 69, 78, 90, 103, 121, 138, 172, 259, 345, 517, 861, 1378, 2584, 4307, 6202, 10336, 20672, 34453, 71319, 103359, 137812, 168999]",ann-assign,B,T³ horizon FRAME counts derived from HORIZON_MS / FRAME_DURATION_MS — inherits B from parent,Hasson 2008; Lerner 2011,inspection,PARTIAL,Derived from HORIZON_MS via formula in docstring,MEDIUM,TRUE,B: chain-of-derivation from HORIZON_MS
A4_0021,ear/h3/constants/horizons.py,99,BAND_RANGES,"{'micro':[0, 7], 'meso':[8, 15], 'macro':[16, 23], 'ultra':[24, 31]}",ann-assign,E,"Numeric literal {'micro':[0, 7], 'meso':[8, 15], 'macro':[16, 23], 'ultra':[24, 31]} in ann-assign at ear/h3/constants/horizons.py:99 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5",NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0022,ear/h3/constants/laws.py,17,N_LAWS,3,ann-assign,C,T³ 3-law cardinality (L0/L1/L2),NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL
A4_0023,ear/h3/constants/laws.py,22,LAW_MEMORY,0,ann-assign,C,L0 memory law index = 0,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: dispatch index
A4_0024,ear/h3/constants/laws.py,26,LAW_PREDICTION,1,ann-assign,C,L1 prediction law index = 1,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL
A4_0025,ear/h3/constants/laws.py,30,LAW_INTEGRATION,2,ann-assign,C,L2 integration law index = 2,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL
A4_0026,ear/h3/constants/laws.py,42,ATTENTION_DECAY,3.0,ann-assign,E,Shared attention-kernel decay K=3.0 in A(dt)=exp(-K*|dt|/H); boundary weight exp(-3)≈5% — engine-authored operational scaling per context_brief §1,NONE,inspection,NEGATIVE,Hasson 2008 J Neurosci 28:2539 + Lerner 2011 J Neurosci 31:2906 found; both describe TRW hierarchy qualitatively (ms→minutes) — no specific 32-horizon ladder or ATTENTION_DECAY=3.0 published in either paper,HIGH,FALSE,E5 operational scaling; not bit-equal to any Hasson/Murray/Lerner publication
A4_0027,ear/h3/constants/morphs.py,17,N_MORPHS,24,ann-assign,C,T³ 24-morph dictionary cardinality,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL
A4_0028,ear/h3/constants/morphs.py,66,MORPH_MIN_WINDOW,"[1, 1, 2, 1, 1, 2, 3, 4, 2, 3, 3, 3, 4, 4, 8, 4, 3, 8, 3, 3, 4, 3, 3, 4]",ann-assign,B,"Per-morph minimum window-size requirements [1,1,2,1,1,2,3,4,2,3,3,3,4,4,8,4,3,8,3,3,4,3,3,4] — derived from textbook statistical definitions (need ≥3 for skewness, ≥4 for kurtosis, ≥8 for autocorrelation periodicity, etc.)",Fisher 1925; Box-Jenkins 1970,inspection,POSITIVE,"Standard statistical-moment minimum-window requirements (skewness≥3, kurtosis≥4, autocorr≥8)",HIGH,FALSE,B: derived from textbook statistical-moment requirements
A4_0029,ear/h3/constants/morphs.py,99,frozenset.arg0,"[6, 8, 9, 11, 12, 16, 18, 23]",call-posarg0,E,"Numeric literal [6, 8, 9, 11, 12, 16, 18, 23] in call-posarg0 at ear/h3/constants/morphs.py:99 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5",NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0030,ear/h3/constants/morphs.py,54,frozenset.arg0,"[0, 1, 3, 4]",call-posarg0,E,"Numeric literal [0, 1, 3, 4] in call-posarg0 at ear/h3/constants/morphs.py:54 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5",NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0031,ear/h3/constants/morphs.py,55,frozenset.arg0,"[2, 5, 19]",call-posarg0,E,"Numeric literal [2, 5, 19] in call-posarg0 at ear/h3/constants/morphs.py:55 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5",NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0032,ear/h3/constants/morphs.py,56,frozenset.arg0,"[6, 7, 16, 23]",call-posarg0,E,"Numeric literal [6, 7, 16, 23] in call-posarg0 at ear/h3/constants/morphs.py:56 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5",NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0033,ear/h3/constants/morphs.py,57,frozenset.arg0,"[8, 9, 10, 11, 12, 13, 15, 18, 21]",call-posarg0,E,"Numeric literal [8, 9, 10, 11, 12, 13, 15, 18, 21] in call-posarg0 at ear/h3/constants/morphs.py:57 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5",NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0034,ear/h3/constants/morphs.py,58,frozenset.arg0,"[14, 17, 22]",call-posarg0,E,"Numeric literal [14, 17, 22] in call-posarg0 at ear/h3/constants/morphs.py:58 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5",NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0035,ear/h3/constants/morphs.py,59,frozenset.arg0,[20],call-posarg0,E,Numeric literal [20] in call-posarg0 at ear/h3/constants/morphs.py:59 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5,NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0036,ear/h3/constants/scaling.py,21,MORPH_SCALE,"[1.0, 1.0, 0.25, 1.0, 1.0, 1.0, 2.0, 5.0, 0.1, 0.05, 0.05, 0.01, 0.005, 0.005, 1.0, 1.0, 0.1, 100.0, 0.01, 1.0, 3.0, 20.0, 10.0, 1.0]",ann-assign,E,"Per-morph normalization denominators (24 values, e.g. M2 std→0.25, M7 kurtosis→5.0, M17 shape_period→100.0) — author-empirical scale-to-[0,1] divisors disclosed in inline comments as ""typical max ~X""",NONE,inspection,NEGATIVE,Author empirical from typical morph magnitudes,HIGH,FALSE,E5 operational scaling: per-morph normalization table
A4_0037,ear/h3/constants/scaling.py,91,_clamp.arg1,0.0,call-posarg1,D,Clamp / boundary identity 0.0 for unit-interval / bipolar safety bound,NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: clamp endpoint
A4_0038,ear/h3/constants/scaling.py,91,_clamp.arg2,1.0,call-posarg2,D,Clamp / boundary identity 1.0 for unit-interval / bipolar safety bound,NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: clamp endpoint
A4_0039,ear/h3/constants/scaling.py,118,_clamp.arg1,-1.0,call-posarg1,D,Clamp / boundary identity -1.0 for unit-interval / bipolar safety bound,NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: clamp endpoint
A4_0040,ear/h3/constants/scaling.py,118,_clamp.arg2,1.0,call-posarg2,D,Clamp / boundary identity 1.0 for unit-interval / bipolar safety bound,NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: clamp endpoint
A4_0041,ear/h3/demand/aggregator.py,28,_THEORETICAL_SPACE,223488,module-assign,C,T³ theoretical address space 223488 = 97 × 32 × 24 × 3 — derived cardinality product,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: T³ address-space product
A4_0042,ear/h3/demand/aggregator.py,122,round.arg1,2,call-posarg1,E,Numeric literal 2 in call-posarg1 at ear/h3/demand/aggregator.py:122 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5,NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0043,ear/h3/demand/aggregator.py,122,<expr-R>,100.0,expr-literal,C,Sparsity percentage conversion 100 — unit identity (fraction → %),NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: percentage unit
A4_0044,ear/h3/demand/aggregator.py,122,<expr-L>,1.0,expr-literal,D,Mathematical identity 1.0 in arithmetic operation,NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A4_0045,ear/h3/demand/demand_tree.py,22,_R3_IDX_MAX,96,module-assign,C,"R3 max index 96 (97-D vector, 0-indexed)",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: R3 dim − 1
A4_0046,ear/h3/demand/demand_tree.py,23,_HORIZON_MAX,31,module-assign,C,"Horizon max index 31 (32 horizons, 0-indexed)",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL
A4_0047,ear/h3/demand/demand_tree.py,24,_MORPH_MAX,23,module-assign,C,"Morph max index 23 (24 morphs, 0-indexed)",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL
A4_0048,ear/h3/demand/demand_tree.py,25,_LAW_MAX,2,module-assign,C,"Law max index 2 (3 laws, 0-indexed)",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL
A4_0049,ear/h3/demand/event_horizon.py,83,<expr-R>,1000.0,expr-literal,E,Numeric literal 1000.0 in expr-literal at ear/h3/demand/event_horizon.py:83 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5,NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0050,ear/h3/extractor.py,97,H3Output.n_tuples,0,call-kw,E,Numeric literal 0 in call-kw at ear/h3/extractor.py:97 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5,NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0051,ear/h3/morphology/batch.py,258,NUM_BINS,16,module-assign,E,Shannon-entropy histogram bin count 16 (max entropy log2(16)=4 bits) — engine-authored discretization,NONE,inspection,NEGATIVE,Author choice; bin count not in cited primary,HIGH,FALSE,E5 operational scaling
A4_0052,ear/h3/morphology/batch.py,73,sigma.clamp.min,1e-08,call-kw,E,Numerical-stability epsilon 1e-08 preventing div-by-zero / log(0) / sqrt(0) — engineering safeguard,NONE,inspection,NEGATIVE,Standard E1 epsilon not in cited primary,HIGH,FALSE,E1 numerical stability
A4_0053,ear/h3/morphology/batch.py,89,sigma.clamp.min,1e-08,call-kw,E,Numerical-stability epsilon 1e-08 preventing div-by-zero / log(0) / sqrt(0) — engineering safeguard,NONE,inspection,NEGATIVE,Standard E1 epsilon not in cited primary,HIGH,FALSE,E1 numerical stability
A4_0054,ear/h3/morphology/batch.py,176,torch.linspace.arg0,0.0,call-posarg0,D,"linspace start 0 for unit-interval time axis [0,1]",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A4_0055,ear/h3/morphology/batch.py,176,torch.linspace.arg1,1.0,call-posarg1,D,linspace end 1.0 / one-hot fill value — identity placeholder,NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A4_0056,ear/h3/morphology/batch.py,182,(weights * t_dev ** 2).sum().clamp.min,1e-12,call-kw,E,Numerical-stability epsilon 1e-12 preventing div-by-zero / log(0) / sqrt(0) — engineering safeguard,NONE,inspection,NEGATIVE,Standard E1 epsilon not in cited primary,HIGH,FALSE,E1 numerical stability
A4_0057,ear/h3/morphology/batch.py,207,(centered ** 2).sum(-1).clamp.min,1e-12,call-kw,E,Numerical-stability epsilon 1e-12 preventing div-by-zero / log(0) / sqrt(0) — engineering safeguard,NONE,inspection,NEGATIVE,Standard E1 epsilon not in cited primary,HIGH,FALSE,E1 numerical stability
A4_0058,ear/h3/morphology/batch.py,210,range.arg0,2,call-posarg0,C,Tensor-shape / range arg 2 — structural cardinality / index parameter,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: shape/dim/range arg
A4_0059,ear/h3/morphology/batch.py,224,(centered ** 2).sum(-1).clamp.min,1e-12,call-kw,E,Numerical-stability epsilon 1e-12 preventing div-by-zero / log(0) / sqrt(0) — engineering safeguard,NONE,inspection,NEGATIVE,Standard E1 epsilon not in cited primary,HIGH,FALSE,E1 numerical stability
A4_0060,ear/h3/morphology/batch.py,226,torch.full.arg1,-1.0,call-posarg1,D,"Best-ratio sentinel −1 for ""no peak found yet"" initial value — sentinel identity",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: sentinel init
A4_0061,ear/h3/morphology/batch.py,229,range.arg0,2,call-posarg0,C,Tensor-shape / range arg 2 — structural cardinality / index parameter,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: shape/dim/range arg
A4_0062,ear/h3/morphology/batch.py,261,windows.clamp.arg0,0.0,call-posarg0,D,Clamp / boundary identity 0.0 for unit-interval / bipolar safety bound,NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: clamp endpoint
A4_0063,ear/h3/morphology/batch.py,261,windows.clamp.arg1,1.0,call-posarg1,D,Clamp / boundary identity 1.0 for unit-interval / bipolar safety bound,NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: clamp endpoint
A4_0064,ear/h3/morphology/batch.py,264,one_hot.sum.dim,-2,call-kw,E,Numeric literal -2 in call-kw at ear/h3/morphology/batch.py:264 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5,NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0065,ear/h3/morphology/batch.py,308,(denom_a * denom_b).clamp.min,1e-08,call-kw,E,Numerical-stability epsilon 1e-08 preventing div-by-zero / log(0) / sqrt(0) — engineering safeguard,NONE,inspection,NEGATIVE,Standard E1 epsilon not in cited primary,HIGH,FALSE,E1 numerical stability
A4_0066,ear/h3/morphology/batch.py,266,p.clamp.min,1e-10,call-kw,E,Numerical-stability epsilon 1e-10 preventing div-by-zero / log(0) / sqrt(0) — engineering safeguard,NONE,inspection,NEGATIVE,Standard E1 epsilon not in cited primary,HIGH,FALSE,E1 numerical stability
A4_0067,ear/h3/morphology/batch.py,36,<cmp-threshold>,2,expr-literal,E,Numeric literal 2 in expr-literal at ear/h3/morphology/batch.py:36 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5,NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0068,ear/h3/morphology/batch.py,55,<cmp-threshold>,2,expr-literal,E,Numeric literal 2 in expr-literal at ear/h3/morphology/batch.py:55 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5,NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0069,ear/h3/morphology/batch.py,66,<cmp-threshold>,3,expr-literal,E,Numeric literal 3 in expr-literal at ear/h3/morphology/batch.py:66 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5,NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0070,ear/h3/morphology/batch.py,72,<cmp-threshold>,1e-08,expr-literal,E,Numerical-stability epsilon 1e-08 preventing div-by-zero / log(0) / sqrt(0) — engineering safeguard,NONE,inspection,NEGATIVE,Standard E1 epsilon not in cited primary,HIGH,FALSE,E1 numerical stability
A4_0071,ear/h3/morphology/batch.py,75,<expr-R>,3,expr-literal,C,Cubing exponent 3 in textbook skewness E[(x-μ)^3]/σ^3 — standard 3rd-moment definition,NONE,inspection,N/A,Standard skewness formula,HIGH,FALSE,[reclassified A→C: textbook/universal math identity has no single-paper attribution; per §6.10 algorithm implementation constants → STRUCTURAL]
A4_0072,ear/h3/morphology/batch.py,74,<expr-R>,3,expr-literal,C,Cubing exponent 3 in textbook skewness E[(x-μ)^3]/σ^3 — standard 3rd-moment definition,NONE,inspection,N/A,Standard skewness formula,HIGH,FALSE,[reclassified A→C: textbook/universal math identity has no single-paper attribution; per §6.10 algorithm implementation constants → STRUCTURAL]
A4_0073,ear/h3/morphology/batch.py,82,<cmp-threshold>,4,expr-literal,C,Min window 4 for entropy (textbook: ≥4 samples for stable histogram),NONE,inspection,POSITIVE,Standard ≥4 minimum for 16-bin histogram,HIGH,FALSE,
A4_0074,ear/h3/morphology/batch.py,88,<cmp-threshold>,1e-08,expr-literal,E,Numerical-stability epsilon 1e-08 preventing div-by-zero / log(0) / sqrt(0) — engineering safeguard,NONE,inspection,NEGATIVE,Standard E1 epsilon not in cited primary,HIGH,FALSE,E1 numerical stability
A4_0075,ear/h3/morphology/batch.py,91,<expr-R>,3.0,expr-literal,E,Numeric literal 3.0 in expr-literal at ear/h3/morphology/batch.py:91 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5,NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0076,ear/h3/morphology/batch.py,90,<expr-R>,4,expr-literal,C,Quartic exponent 4 in textbook kurtosis E[(x-μ)^4]/σ^4 — standard 4th-moment definition,NONE,inspection,N/A,Standard kurtosis formula,HIGH,FALSE,[reclassified A→C: textbook/universal math identity has no single-paper attribution; per §6.10 algorithm implementation constants → STRUCTURAL]
A4_0077,ear/h3/morphology/batch.py,91,<expr-R>,4,expr-literal,C,Quartic exponent 4 in textbook kurtosis E[(x-μ)^4]/σ^4 — standard 4th-moment definition,NONE,inspection,N/A,Standard kurtosis formula,HIGH,FALSE,[reclassified A→C: textbook/universal math identity has no single-paper attribution; per §6.10 algorithm implementation constants → STRUCTURAL]
A4_0078,ear/h3/morphology/batch.py,100,<cmp-threshold>,2,expr-literal,E,Numeric literal 2 in expr-literal at ear/h3/morphology/batch.py:100 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5,NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0079,ear/h3/morphology/batch.py,109,<cmp-threshold>,2,expr-literal,E,Numeric literal 2 in expr-literal at ear/h3/morphology/batch.py:109 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5,NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0080,ear/h3/morphology/batch.py,119,<cmp-threshold>,3,expr-literal,E,Numeric literal 3 in expr-literal at ear/h3/morphology/batch.py:119 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5,NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0081,ear/h3/morphology/batch.py,129,<cmp-threshold>,3,expr-literal,E,Numeric literal 3 in expr-literal at ear/h3/morphology/batch.py:129 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5,NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0082,ear/h3/morphology/batch.py,139,<cmp-threshold>,3,expr-literal,E,Numeric literal 3 in expr-literal at ear/h3/morphology/batch.py:139 — no 3-line citation locality and no recognized literature anchor for this specific value/context; conservative attribution per §5 Rule 5,NONE,inspection,NEGATIVE,No literature anchor identified within 3-line locality + no structural/identity match,MEDIUM,FALSE,E5 operational scaling (conservative fallthrough); escalate if reviewer disputes
A4_0083,ear/h3/morphology/batch.py,149,<cmp-threshold>,4,expr-literal,C,Min window 4 for entropy (textbook: ≥4 samples for stable histogram),NONE,inspection,POSITIVE,Standard ≥4 minimum for 16-bin histogram,HIGH,FALSE,
