constant_id,file_path,line_number,name,value,kind,category,reason,citation,verification_method,verification_outcome,verification_source,confidence,escalation_flag,notes
A6_00024,brain/functions/f7/beliefs/hgsic/meter_structure.py,19,_F02_METER_INTEGRATION,1,module-assign,C,STRUCTURAL -- _F02_METER_INTEGRATION mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00025,brain/functions/f7/beliefs/hgsic/motor_preparation.py,19,_MOTOR_PREPARATION,6,module-assign,C,STRUCTURAL -- _MOTOR_PREPARATION mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00026,brain/functions/f7/beliefs/hmce/context_depth.py,24,_F01_SHORT_CONTEXT,0,module-assign,C,STRUCTURAL -- _F01_SHORT_CONTEXT mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00027,brain/functions/f7/beliefs/hmce/context_depth.py,25,_F02_MEDIUM_CONTEXT,1,module-assign,C,STRUCTURAL -- _F02_MEDIUM_CONTEXT mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00028,brain/functions/f7/beliefs/hmce/context_depth.py,26,_F03_LONG_CONTEXT,2,module-assign,C,STRUCTURAL -- _F03_LONG_CONTEXT mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00029,brain/functions/f7/beliefs/hmce/context_depth.py,27,_CONTEXT_DEPTH,3,module-assign,C,STRUCTURAL -- _CONTEXT_DEPTH mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00030,brain/functions/f7/beliefs/hmce/context_depth.py,30,_TONAL_STABILITY_TREND,"[60, 16, 18, 0]",module-assign,C,"STRUCTURAL -- H3 tuple address (r3_idx, horizon, morph, law) into pre-defined topology; alias for module-level H3DemandSpec key.",NONE,inspection,N/A,,HIGH,False,H3 address tuple alias
A6_00031,brain/functions/f7/beliefs/hmce/context_depth.py,31,_TONAL_STABILITY_MEAN,"[60, 16, 1, 0]",module-assign,C,"STRUCTURAL -- H3 tuple address (r3_idx, horizon, morph, law) into pre-defined topology; alias for module-level H3DemandSpec key.",NONE,inspection,N/A,,HIGH,False,H3 address tuple alias
A6_00032,brain/functions/f7/beliefs/hmce/context_depth.py,34,_W_TREND,0.05,module-assign,E,"E4 mixer weight -- _W_TREND predict-equation coefficient (b = base + W_TREND*trend + W_PERIOD*period + W_CTX*ctx). Author-chosen, NOT in F-list of 7 disclosed reward weights (per context_brief §3, §8).",NONE,inspection,N/A,,HIGH,False,Predict-equation mixer weight
A6_00033,brain/functions/f7/beliefs/hmce/context_depth.py,35,_W_PERIOD,0.03,module-assign,E,"E4 mixer weight -- _W_PERIOD predict-equation coefficient (b = base + W_TREND*trend + W_PERIOD*period + W_CTX*ctx). Author-chosen, NOT in F-list of 7 disclosed reward weights (per context_brief §3, §8).",NONE,inspection,N/A,,HIGH,False,Predict-equation mixer weight
A6_00034,brain/functions/f7/beliefs/hmce/context_depth.py,36,_W_CTX,0.02,module-assign,E,"E4 mixer weight -- _W_CTX predict-equation coefficient (b = base + W_TREND*trend + W_PERIOD*period + W_CTX*ctx). Author-chosen, NOT in F-list of 7 disclosed reward weights (per context_brief §3, §8).",NONE,inspection,N/A,,HIGH,False,Predict-equation mixer weight
A6_00035,brain/functions/f7/beliefs/hmce/context_depth.py,54,TAU,0.7,class-attr,E,"E5 operational scaling -- belief inertia coefficient (base = (1-TAU)*prev + TAU*BASELINE). Author-chosen forgetting-factor per belief class, not fit; no literature anchor.",NONE,inspection,N/A,,HIGH,False,Belief TAU inertia
A6_00036,brain/functions/f7/beliefs/hmce/context_depth.py,55,BASELINE,0.5,class-attr,D,"IDENTITY-PLACEHOLDER -- 0.5 unit-interval midpoint as belief baseline prior (max entropy on [0,1]).",NONE,inspection,N/A,,HIGH,False,Unit-interval midpoint baseline
A6_00037,brain/functions/f7/beliefs/hmce/context_depth.py,77,<expr-L>,0.15,expr-literal,E,"E4 mixer weight -- 0.15 expression-literal coefficient in mechanism/belief formula. Author-chosen weighting; not in 7-element F-list (context_brief §3, §8). Co-located literature citations describe phenomena qualitatively; specific mixer weights are author operationalization, not bit-exact literature values.",NONE,inspection,N/A,No literature publishes specific mixer weights; co-location != derivation,HIGH,False,Mixer weight in formula
A6_00038,brain/functions/f7/beliefs/hmce/context_depth.py,76,<expr-L>,0.15,expr-literal,E,"E4 mixer weight -- 0.15 expression-literal coefficient in mechanism/belief formula. Author-chosen weighting; not in 7-element F-list (context_brief §3, §8). Co-located literature citations describe phenomena qualitatively; specific mixer weights are author operationalization, not bit-exact literature values.",NONE,inspection,N/A,No literature publishes specific mixer weights; co-location != derivation,HIGH,False,Mixer weight in formula
A6_00039,brain/functions/f7/beliefs/hmce/context_depth.py,74,<expr-L>,0.5,expr-literal,E,"E4 mixer weight -- 0.5 expression-literal coefficient in mechanism/belief formula. Author-chosen weighting; not in 7-element F-list (context_brief §3, §8). Co-located literature citations describe phenomena qualitatively; specific mixer weights are author operationalization, not bit-exact literature values.",NONE,inspection,N/A,No literature publishes specific mixer weights; co-location != derivation,HIGH,False,Mixer weight in formula
A6_00040,brain/functions/f7/beliefs/hmce/context_depth.py,75,<expr-L>,0.2,expr-literal,E,"E4 mixer weight -- 0.2 expression-literal coefficient in mechanism/belief formula. Author-chosen weighting; not in 7-element F-list (context_brief §3, §8). Co-located literature citations describe phenomena qualitatively; specific mixer weights are author operationalization, not bit-exact literature values.",NONE,inspection,N/A,No literature publishes specific mixer weights; co-location != derivation,HIGH,False,Mixer weight in formula
A6_00041,brain/functions/f7/beliefs/hmce/context_depth.py,108,<expr-R>,0.5,expr-literal,E,"E4 mixer weight -- 0.5 expression-literal coefficient in mechanism/belief formula. Author-chosen weighting; not in 7-element F-list (context_brief §3, §8). Co-located literature citations describe phenomena qualitatively; specific mixer weights are author operationalization, not bit-exact literature values.",NONE,inspection,N/A,No literature publishes specific mixer weights; co-location != derivation,HIGH,False,Mixer weight in formula
A6_00042,brain/functions/f7/beliefs/hmce/context_depth.py,101,<expr-L>,0.1,expr-literal,E,E4 mixer weight -- 0.1 belief anchoring weight in base = (1-0.1)*prev + 0.1*BASELINE (author choice).,NONE,inspection,N/A,,HIGH,False,Belief base anchoring
A6_00043,brain/functions/f7/beliefs/hmce/context_depth.py,101,<expr-L>,1.0,expr-literal,D,IDENTITY-PLACEHOLDER -- 1.0 in (1.0 - x) inversion (mathematical identity element).,NONE,inspection,N/A,,HIGH,False,Unit inversion identity
A6_00044,brain/functions/f7/beliefs/hmce/context_depth.py,101,<expr-R>,0.1,expr-literal,E,E4 mixer weight -- 0.1 belief anchoring weight in base = (1-0.1)*prev + 0.1*BASELINE (author choice).,NONE,inspection,N/A,,HIGH,False,Belief base anchoring
A6_00045,brain/functions/f7/beliefs/hmce/long_context.py,19,_F03_LONG_CONTEXT,2,module-assign,C,STRUCTURAL -- _F03_LONG_CONTEXT mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00046,brain/functions/f7/beliefs/hmce/medium_context.py,19,_F02_MEDIUM_CONTEXT,1,module-assign,C,STRUCTURAL -- _F02_MEDIUM_CONTEXT mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00047,brain/functions/f7/beliefs/hmce/phrase_boundary_pred.py,19,_PHRASE_BOUNDARY_PRED,9,module-assign,C,STRUCTURAL -- _PHRASE_BOUNDARY_PRED mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00048,brain/functions/f7/beliefs/hmce/short_context.py,19,_F01_SHORT_CONTEXT,0,module-assign,C,STRUCTURAL -- _F01_SHORT_CONTEXT mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00049,brain/functions/f7/beliefs/hmce/structure_pred.py,19,_STRUCTURE_PRED,10,module-assign,C,STRUCTURAL -- _STRUCTURE_PRED mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00050,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,24,_F02_VELOCITY_OPTIMIZATION,1,module-assign,C,STRUCTURAL -- _F02_VELOCITY_OPTIMIZATION mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00051,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,25,_VELOCITY,4,module-assign,C,STRUCTURAL -- _VELOCITY mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00052,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,26,_KINEMATIC_SMOOTHNESS,8,module-assign,C,STRUCTURAL -- _KINEMATIC_SMOOTHNESS mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00053,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,29,_MOTOR_COUPLING_PERIODICITY,"[25, 16, 14, 2]",module-assign,C,"STRUCTURAL -- H3 tuple address (r3_idx, horizon, morph, law) into pre-defined topology; alias for module-level H3DemandSpec key.",NONE,inspection,N/A,,HIGH,False,H3 address tuple alias
A6_00054,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,30,_FAST_COUPLING,"[25, 3, 14, 2]",module-assign,C,"STRUCTURAL -- H3 tuple address (r3_idx, horizon, morph, law) into pre-defined topology; alias for module-level H3DemandSpec key.",NONE,inspection,N/A,,HIGH,False,H3 address tuple alias
A6_00055,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,33,_W_TREND,0.05,module-assign,E,"E4 mixer weight -- _W_TREND predict-equation coefficient (b = base + W_TREND*trend + W_PERIOD*period + W_CTX*ctx). Author-chosen, NOT in F-list of 7 disclosed reward weights (per context_brief §3, §8).",NONE,inspection,N/A,,HIGH,False,Predict-equation mixer weight
A6_00056,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,34,_W_PERIOD,0.03,module-assign,E,"E4 mixer weight -- _W_PERIOD predict-equation coefficient (b = base + W_TREND*trend + W_PERIOD*period + W_CTX*ctx). Author-chosen, NOT in F-list of 7 disclosed reward weights (per context_brief §3, §8).",NONE,inspection,N/A,,HIGH,False,Predict-equation mixer weight
A6_00057,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,35,_W_CTX,0.02,module-assign,E,"E4 mixer weight -- _W_CTX predict-equation coefficient (b = base + W_TREND*trend + W_PERIOD*period + W_CTX*ctx). Author-chosen, NOT in F-list of 7 disclosed reward weights (per context_brief §3, §8).",NONE,inspection,N/A,,HIGH,False,Predict-equation mixer weight
A6_00058,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,53,TAU,0.6,class-attr,E,"E5 operational scaling -- belief inertia coefficient (base = (1-TAU)*prev + TAU*BASELINE). Author-chosen forgetting-factor per belief class, not fit; no literature anchor.",NONE,inspection,N/A,,HIGH,False,Belief TAU inertia
A6_00059,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,54,BASELINE,0.5,class-attr,D,"IDENTITY-PLACEHOLDER -- 0.5 unit-interval midpoint as belief baseline prior (max entropy on [0,1]).",NONE,inspection,N/A,,HIGH,False,Unit-interval midpoint baseline
A6_00060,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,74,<expr-L>,0.3,expr-literal,E,"E4 mixer weight -- 0.3 expression-literal coefficient in mechanism/belief formula. Author-chosen weighting; not in 7-element F-list (context_brief §3, §8). Co-located literature citations describe phenomena qualitatively; specific mixer weights are author operationalization, not bit-exact literature values.",NONE,inspection,N/A,No literature publishes specific mixer weights; co-location != derivation,HIGH,False,Mixer weight in formula
A6_00061,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,72,<expr-L>,0.4,expr-literal,E,"E4 mixer weight -- 0.4 expression-literal coefficient in mechanism/belief formula. Author-chosen weighting; not in 7-element F-list (context_brief §3, §8). Co-located literature citations describe phenomena qualitatively; specific mixer weights are author operationalization, not bit-exact literature values.",NONE,inspection,N/A,No literature publishes specific mixer weights; co-location != derivation,HIGH,False,Mixer weight in formula
A6_00062,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,73,<expr-L>,0.3,expr-literal,E,"E4 mixer weight -- 0.3 expression-literal coefficient in mechanism/belief formula. Author-chosen weighting; not in 7-element F-list (context_brief §3, §8). Co-located literature citations describe phenomena qualitatively; specific mixer weights are author operationalization, not bit-exact literature values.",NONE,inspection,N/A,No literature publishes specific mixer weights; co-location != derivation,HIGH,False,Mixer weight in formula
A6_00063,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,97,<expr-L>,0.1,expr-literal,E,E4 mixer weight -- 0.1 belief anchoring weight in base = (1-0.1)*prev + 0.1*BASELINE (author choice).,NONE,inspection,N/A,,HIGH,False,Belief base anchoring
A6_00064,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,97,<expr-L>,1.0,expr-literal,D,IDENTITY-PLACEHOLDER -- 1.0 in (1.0 - x) inversion (mathematical identity element).,NONE,inspection,N/A,,HIGH,False,Unit inversion identity
A6_00065,brain/functions/f7/beliefs/peom/kinematic_efficiency.py,97,<expr-R>,0.1,expr-literal,E,E4 mixer weight -- 0.1 belief anchoring weight in base = (1-0.1)*prev + 0.1*BASELINE (author choice).,NONE,inspection,N/A,,HIGH,False,Belief base anchoring
A6_00066,brain/functions/f7/beliefs/peom/next_beat_pred.py,19,_NEXT_BEAT_PRED_T,9,module-assign,C,STRUCTURAL -- _NEXT_BEAT_PRED_T mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00067,brain/functions/f7/beliefs/peom/period_entrainment.py,24,_F01_PERIOD_ENTRAINMENT,0,module-assign,C,STRUCTURAL -- _F01_PERIOD_ENTRAINMENT mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00068,brain/functions/f7/beliefs/peom/period_entrainment.py,25,_PERIOD_LOCK_STRENGTH,7,module-assign,C,STRUCTURAL -- _PERIOD_LOCK_STRENGTH mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00069,brain/functions/f7/beliefs/peom/period_entrainment.py,26,_NEXT_BEAT_PRED_T,9,module-assign,C,STRUCTURAL -- _NEXT_BEAT_PRED_T mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00070,brain/functions/f7/beliefs/peom/period_entrainment.py,29,_BEAT_PERIODICITY_1S,"[10, 16, 14, 2]",module-assign,C,"STRUCTURAL -- H3 tuple address (r3_idx, horizon, morph, law) into pre-defined topology; alias for module-level H3DemandSpec key.",NONE,inspection,N/A,,HIGH,False,H3 address tuple alias
A6_00071,brain/functions/f7/beliefs/peom/period_entrainment.py,30,_ONSET_PERIODICITY_1S,"[11, 16, 14, 2]",module-assign,C,"STRUCTURAL -- H3 tuple address (r3_idx, horizon, morph, law) into pre-defined topology; alias for module-level H3DemandSpec key.",NONE,inspection,N/A,,HIGH,False,H3 address tuple alias
A6_00072,brain/functions/f7/beliefs/peom/period_entrainment.py,33,_W_TREND,0.05,module-assign,E,"E4 mixer weight -- _W_TREND predict-equation coefficient (b = base + W_TREND*trend + W_PERIOD*period + W_CTX*ctx). Author-chosen, NOT in F-list of 7 disclosed reward weights (per context_brief §3, §8).",NONE,inspection,N/A,,HIGH,False,Predict-equation mixer weight
A6_00073,brain/functions/f7/beliefs/peom/period_entrainment.py,34,_W_PERIOD,0.03,module-assign,E,"E4 mixer weight -- _W_PERIOD predict-equation coefficient (b = base + W_TREND*trend + W_PERIOD*period + W_CTX*ctx). Author-chosen, NOT in F-list of 7 disclosed reward weights (per context_brief §3, §8).",NONE,inspection,N/A,,HIGH,False,Predict-equation mixer weight
A6_00074,brain/functions/f7/beliefs/peom/period_entrainment.py,35,_W_CTX,0.02,module-assign,E,"E4 mixer weight -- _W_CTX predict-equation coefficient (b = base + W_TREND*trend + W_PERIOD*period + W_CTX*ctx). Author-chosen, NOT in F-list of 7 disclosed reward weights (per context_brief §3, §8).",NONE,inspection,N/A,,HIGH,False,Predict-equation mixer weight
A6_00075,brain/functions/f7/beliefs/peom/period_entrainment.py,52,TAU,0.65,class-attr,E,"E5 operational scaling -- belief inertia coefficient (base = (1-TAU)*prev + TAU*BASELINE). Author-chosen forgetting-factor per belief class, not fit; no literature anchor.",NONE,inspection,N/A,,HIGH,False,Belief TAU inertia
A6_00076,brain/functions/f7/beliefs/peom/period_entrainment.py,53,BASELINE,0.5,class-attr,D,"IDENTITY-PLACEHOLDER -- 0.5 unit-interval midpoint as belief baseline prior (max entropy on [0,1]).",NONE,inspection,N/A,,HIGH,False,Unit-interval midpoint baseline
A6_00077,brain/functions/f7/beliefs/peom/period_entrainment.py,73,<expr-L>,0.2,expr-literal,E,"E4 mixer weight -- 0.2 expression-literal coefficient in mechanism/belief formula. Author-chosen weighting; not in 7-element F-list (context_brief §3, §8). Co-located literature citations describe phenomena qualitatively; specific mixer weights are author operationalization, not bit-exact literature values.",NONE,inspection,N/A,No literature publishes specific mixer weights; co-location != derivation,HIGH,False,Mixer weight in formula
A6_00078,brain/functions/f7/beliefs/peom/period_entrainment.py,71,<expr-L>,0.5,expr-literal,E,"E4 mixer weight -- 0.5 expression-literal coefficient in mechanism/belief formula. Author-chosen weighting; not in 7-element F-list (context_brief §3, §8). Co-located literature citations describe phenomena qualitatively; specific mixer weights are author operationalization, not bit-exact literature values.",NONE,inspection,N/A,No literature publishes specific mixer weights; co-location != derivation,HIGH,False,Mixer weight in formula
A6_00079,brain/functions/f7/beliefs/peom/period_entrainment.py,72,<expr-L>,0.3,expr-literal,E,"E4 mixer weight -- 0.3 expression-literal coefficient in mechanism/belief formula. Author-chosen weighting; not in 7-element F-list (context_brief §3, §8). Co-located literature citations describe phenomena qualitatively; specific mixer weights are author operationalization, not bit-exact literature values.",NONE,inspection,N/A,No literature publishes specific mixer weights; co-location != derivation,HIGH,False,Mixer weight in formula
A6_00080,brain/functions/f7/beliefs/peom/period_entrainment.py,104,<expr-R>,0.5,expr-literal,E,"E4 mixer weight -- 0.5 expression-literal coefficient in mechanism/belief formula. Author-chosen weighting; not in 7-element F-list (context_brief §3, §8). Co-located literature citations describe phenomena qualitatively; specific mixer weights are author operationalization, not bit-exact literature values.",NONE,inspection,N/A,No literature publishes specific mixer weights; co-location != derivation,HIGH,False,Mixer weight in formula
A6_00081,brain/functions/f7/beliefs/peom/period_entrainment.py,97,<expr-L>,0.1,expr-literal,E,E4 mixer weight -- 0.1 belief anchoring weight in base = (1-0.1)*prev + 0.1*BASELINE (author choice).,NONE,inspection,N/A,,HIGH,False,Belief base anchoring
A6_00082,brain/functions/f7/beliefs/peom/period_entrainment.py,97,<expr-L>,1.0,expr-literal,D,IDENTITY-PLACEHOLDER -- 1.0 in (1.0 - x) inversion (mathematical identity element).,NONE,inspection,N/A,,HIGH,False,Unit inversion identity
A6_00083,brain/functions/f7/beliefs/peom/period_entrainment.py,97,<expr-R>,0.1,expr-literal,E,E4 mixer weight -- 0.1 belief anchoring weight in base = (1-0.1)*prev + 0.1*BASELINE (author choice).,NONE,inspection,N/A,,HIGH,False,Belief base anchoring
A6_00084,brain/functions/f7/beliefs/peom/period_lock_strength.py,19,_PERIOD_LOCK_STRENGTH,7,module-assign,C,STRUCTURAL -- _PERIOD_LOCK_STRENGTH mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00085,brain/functions/f7/beliefs/peom/timing_precision.py,19,_F03_VARIABILITY_REDUCTION,2,module-assign,C,STRUCTURAL -- _F03_VARIABILITY_REDUCTION mechanism output-tensor slot index.,NONE,inspection,N/A,,HIGH,False,Output slot index
A6_00086,brain/functions/f7/beliefs/peom/timing_precision.py,20,_CV_REDUCTION,6,module-assign,C,STRUCTURAL -- _CV_REDUCTION module-level integer constant; integer in topology-index range. Likely R3/H3 index or output-slot ID.,NONE,inspection,N/A,,MEDIUM,False,Integer index module constant (inferred topology)
