constant_id,file_path,line_number,name,value,kind,category,reason,citation,verification_method,verification_outcome,verification_source,confidence,escalation_flag,notes
A9_0082,data/preprocessing.py,108,"mel.amax(dim=(-2, -1), keepdim=True).clamp.min",1e-08,call-kw,E,"Numerical-stability epsilon 1e-8 in log-normalize. Engineering guard.",NONE,inspection,N/A,,HIGH,FALSE,E1 numerical epsilon
A9_0083,data/preprocessing.py,108,mel.amax.dim,"[-2, -1]",call-kw,C,"Reduction dims (-2,-1) = (mel-bin, time). Structural axis spec.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: axis spec
A9_0084,scripts/cleanup_dataset.py,186,subprocess.run.timeout,30,call-kw,E,"subprocess timeout 30s for yt-dlp metadata. CLI utility, not engine runtime.",NONE,inspection,N/A,,HIGH,FALSE,E3 timeout (CLI; unreachable from engine)
A9_0085,scripts/cleanup_dataset.py,202,subprocess.run.timeout,300,call-kw,E,"subprocess timeout 5min for yt-dlp download.",NONE,inspection,N/A,,HIGH,FALSE,E3 timeout (CLI)
A9_0086,scripts/cleanup_dataset.py,230,<expr-L>,1024,expr-literal,C,"Byte unit conversion 1024 (binary KiB). Structural.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: binary unit
A9_0087,scripts/cleanup_dataset.py,230,<expr-R>,1024,expr-literal,C,"Byte unit conversion 1024 → MiB. Structural.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: binary unit
A9_0088,scripts/cleanup_dataset.py,234,<expr-L>,1024,expr-literal,C,"Byte unit 1024. citation_author=ding false-positive (R8).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: binary unit (R8 false-positive)
A9_0089,scripts/cleanup_dataset.py,234,<expr-R>,1024,expr-literal,C,"Byte unit 1024. (R8 false-positive).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: binary unit (R8)
A9_0090,scripts/cleanup_dataset.py,240,<expr-L>,1024,expr-literal,C,"Byte unit 1024.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: binary unit
A9_0091,scripts/cleanup_dataset.py,240,<expr-R>,1024,expr-literal,C,"Byte unit 1024.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: binary unit
A9_0092,scripts/cleanup_dataset.py,251,freed,0,module-assign,D,"Disk-space-freed accumulator init = 0.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: accumulator init
A9_0093,scripts/cleanup_dataset.py,265,<expr-L>,1024,expr-literal,C,"Byte unit 1024.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: binary unit
A9_0094,scripts/cleanup_dataset.py,265,<expr-R>,3,expr-literal,C,"Power 3 → 1024**3 = GiB. Structural unit exponent.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: unit exponent (GiB)
A9_0095,scripts/cleanup_dataset.py,281,json.dump.indent,2,call-kw,E,"JSON indent = 2. citation_author=ding false-positive (R8).",NONE,inspection,N/A,,HIGH,FALSE,E5 JSON formatting; R8 false-positive
A9_0096,scripts/cleanup_dataset.py,323,<expr-L>,1024,expr-literal,C,"Byte unit 1024. citation_author=large false-positive (R8).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: binary unit (R8 false-positive)
A9_0097,scripts/cleanup_dataset.py,323,<expr-R>,1024,expr-literal,C,"Byte unit 1024. (R8 false-positive).",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: binary unit (R8)
A9_0098,scripts/cleanup_dataset.py,325,<expr-L>,1024,expr-literal,C,"Byte unit 1024.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: binary unit
A9_0099,scripts/cleanup_dataset.py,325,<expr-R>,1024,expr-literal,C,"Byte unit 1024.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: binary unit
A9_0100,scripts/cleanup_dataset.py,336,<expr-L>,1024,expr-literal,C,"Byte unit 1024.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: binary unit
A9_0101,scripts/cleanup_dataset.py,336,<expr-R>,3,expr-literal,C,"Power 3 → 1024**3 = GiB.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: unit exponent
A9_0102,scripts/download_playlist.py,275,urllib.request.urlopen.timeout,15,call-kw,E,"HTTP timeout 15s for Spotify oEmbed API. citation_author=deco AST false-positive (R8). CLI utility.",NONE,inspection,N/A,,HIGH,FALSE,E3 HTTP timeout; R8 false-positive
A9_0103,scripts/download_playlist.py,323,json.dump.indent,2,call-kw,E,"JSON indent = 2.",NONE,inspection,N/A,,HIGH,FALSE,E5 JSON formatting
A9_0104,scripts/download_playlist.py,326,time.sleep.arg0,0.3,call-posarg0,E,"Sleep 0.3s rate-limit between Spotify API calls.",NONE,inspection,N/A,,HIGH,FALSE,E3 rate-limit sleep
A9_0105,scripts/download_playlist.py,344,subprocess.run.timeout,30,call-kw,E,"subprocess timeout 30s for yt-dlp metadata.",NONE,inspection,N/A,,HIGH,FALSE,E3 timeout
A9_0106,scripts/download_playlist.py,370,subprocess.run.timeout,300,call-kw,E,"subprocess timeout 5min for yt-dlp download.",NONE,inspection,N/A,,HIGH,FALSE,E3 timeout
A9_0107,scripts/download_playlist.py,386,parser.add_argument.default,1,call-kw,D,"CLI --start default = 1 (1-based index init).",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: 1-based CLI default
A9_0108,scripts/download_playlist.py,452,json.dump.indent,2,call-kw,E,"JSON indent = 2.",NONE,inspection,N/A,,HIGH,FALSE,E5 JSON formatting
A9_0109,scripts/run_pipeline.py,29,SAMPLE_RATE,44100,module-assign,C,"Canonical 44.1 kHz (IEC 60908). Duplicated for CLI convenience.",IEC 60908 (1987),websearch-google,POSITIVE,CD-DA standard,HIGH,FALSE,STRUCTURAL: SP canonical sample rate
A9_0110,scripts/run_pipeline.py,30,HOP_LENGTH,256,module-assign,C,"Mel hop 256.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: STFT hop
A9_0111,scripts/run_pipeline.py,31,N_MELS,128,module-assign,C,"Mel filterbank 128.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: mel size
A9_0112,scripts/run_pipeline.py,32,N_FFT,2048,module-assign,C,"STFT window 2048.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: FFT size
A9_0113,scripts/run_pipeline.py,37,_ROLE_TO_DEPTH,"{'relay':0,'encoder':1,'associator':2,'integrator':3,'hub':4}",module-assign,C,"Role-to-depth mapping dict matching contracts/bases/nucleus.py depth ordering.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: nucleus role depths
A9_0114,scripts/run_pipeline.py,96,torchaudio.transforms.MelSpectrogram.power,2.0,call-kw,C,"Power-spec exponent 2.0. Math identity.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: power-spec exponent
A9_0115,scripts/run_pipeline.py,104,run.offset,0.0,kw-default,D,"Default audio offset 0.0s. Identity init.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: start-offset
A9_0116,scripts/run_pipeline.py,138,"mel.amax(dim=(-2, -1), keepdim=True).clamp.min",1e-08,call-kw,E,"Numerical-stability epsilon.",NONE,inspection,N/A,,HIGH,FALSE,E1 numerical epsilon
A9_0117,scripts/run_pipeline.py,138,mel.amax.dim,"[-2, -1]",call-kw,C,"Reduction axes (-2,-1). Structural axis spec.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: axis spec
A9_0118,scripts/run_pipeline.py,282,<expr-R>,80,expr-literal,E,"Terminal output formatting width 80 columns. Engineering choice.",NONE,inspection,N/A,,HIGH,FALSE,E5 terminal formatting width
A9_0119,scripts/run_pipeline.py,285,<expr-R>,80,expr-literal,E,"Terminal output width 80.",NONE,inspection,N/A,,HIGH,FALSE,E5 terminal formatting width
A9_0120,scripts/run_pipeline.py,289,<expr-R>,30,expr-literal,E,"CLI default --duration 30s.",NONE,inspection,N/A,,HIGH,FALSE,E5 CLI default duration
A9_0121,scripts/run_pipeline.py,290,<expr-L>,30,expr-literal,E,"CLI default --duration 30s.",NONE,inspection,N/A,,HIGH,FALSE,E5 CLI default duration
A9_0122,scripts/run_pipeline.py,311,parser.add_argument.default,30,call-kw,E,"argparse --duration default 30s.",NONE,inspection,N/A,,HIGH,FALSE,E5 CLI default
A9_0123,scripts/run_pipeline.py,312,parser.add_argument.default,30,call-kw,E,"argparse --offset default 30s.",NONE,inspection,N/A,,HIGH,FALSE,E5 CLI default
