constant_id,file_path,line_number,name,value,kind,category,reason,citation,verification_method,verification_outcome,verification_source,confidence,escalation_flag,notes
A8_NCINIT_001,brain/neurochemicals/__init__.py,17,_warnings.warn.stacklevel,2,call-kw,C,"DeprecationWarning stacklevel — Python warnings API convention to point at caller",NONE,structural,N/A,"Python warnings module conventional stacklevel for one-frame indirection",HIGH,FALSE,"STRUCTURAL; Python API convention, not empirical value"
A8_DA_001,brain/neurochemicals/dopamine.py,14,CHANNEL,0,ann-assign,C,"Dopamine channel index in 4-channel tensor (DA is channel 0)",Schultz 1997 / Salimpoor 2011 (docstring),structural,N/A,"Topology index; channel ordering convention (DA,NE,OPI,5HT)",HIGH,FALSE,"STRUCTURAL; channel index, not empirical value"
A8_DA_002,brain/neurochemicals/dopamine.py,16,BASELINE,0.5,ann-assign,E,"DA baseline value on [0,1] normalized scale (engine convention midpoint)",NONE,websearch-google,NEGATIVE,"No published baseline DA value '0.5' on normalized scale in Schultz 1997 / Salimpoor 2011; midpoint of unit interval is engine convention",HIGH,TRUE,"E5 operational scaling; co-located with literature citations but the value is author-chosen normalized midpoint, NOT bit-exact from cited papers"
A8_DA_003,brain/neurochemicals/dopamine.py,19,PHASIC_THRESHOLD,0.6,ann-assign,E,"Threshold on normalized DA scale above which signal is treated as phasic (engineering-chosen)",NONE,websearch-google,NEGATIVE,"Schultz/Salimpoor literature describes phasic vs tonic dissociation qualitatively; no published numeric '0.6' threshold on [0,1] scale",HIGH,TRUE,"E3 threshold; literature-inspired form, author-chosen value"
A8_DA_004,brain/neurochemicals/dopamine.py,23,REFERENCE_VALUES.peak_anticipatory_caudate,0.78,dict-value,E,"Author-normalized [0,1] reference value for caudate anticipatory DA peak; literature comment cites Salimpoor 2011 BP_ND decrease 5.7% but the stored 0.78 is not a bit-exact paper value",Salimpoor 2011,websearch-google,PARTIAL,"Salimpoor 2011 paper (Nat Neurosci 14:257) confirmed; specific BP_ND -5.7% mentioned in docstring not surfaced in 4 search attempts; 0.78 is not 0.057 nor a published percentage — author normalization onto [0,1]",MEDIUM,TRUE,"R9: Form-LIT (Salimpoor caudate-leads-NAcc finding) / coefficients-author re-parameterization → E with PARTIAL; reference dict for documentation/sensitivity"
A8_DA_005,brain/neurochemicals/dopamine.py,24,REFERENCE_VALUES.peak_consummatory_nacc,0.88,dict-value,E,"Author-normalized [0,1] reference value for NAcc consummatory DA peak; literature comment cites Salimpoor 2011 BP_ND decrease 8.4% but stored 0.88 is not bit-exact from paper",Salimpoor 2011,websearch-google,PARTIAL,"Salimpoor 2011 paper confirmed; the specific 8.4% BP_ND decrease not directly surfaced; 0.88 is not 0.084 nor published % — author normalization onto [0,1]",MEDIUM,TRUE,"R9 re-parameterization; reference dict, not load-bearing runtime constant"
A8_DA_006,brain/neurochemicals/dopamine.py,25,REFERENCE_VALUES.neutral_music_nacc,0.35,dict-value,E,"Author-normalized [0,1] reference value for neutral music NAcc DA baseline",Salimpoor 2011,websearch-google,PARTIAL,"Salimpoor 2011 paper confirmed for caudate/NAcc dissociation; no published '0.35' baseline; author normalization",MEDIUM,TRUE,"R9 re-parameterization; reference dict only"
A8_DA_007,brain/neurochemicals/dopamine.py,26,REFERENCE_VALUES.levodopa_enhancement,0.92,dict-value,E,"Author-normalized [0,1] reference value for levodopa-enhanced pleasure; comment cites Ferreri 2019 +14.7% pleasure but 0.92 is not bit-exact from paper",Ferreri 2019,websearch-google,PARTIAL,"Ferreri 2019 PNAS paper confirmed (N=27, double-blind levodopa/risperidone/placebo); specific +14.7% pleasure change not surfaced in search results; 0.92 is author normalization",MEDIUM,TRUE,"R9 re-parameterization; reference dict only"
A8_DA_008,brain/neurochemicals/dopamine.py,27,REFERENCE_VALUES.risperidone_blockade,0.28,dict-value,E,"Author-normalized [0,1] reference value for risperidone-blocked pleasure; comment cites Ferreri 2019 -10.2% pleasure but 0.28 is not bit-exact",Ferreri 2019,websearch-google,PARTIAL,"Ferreri 2019 PNAS paper confirmed; specific -10.2% pleasure change not surfaced; 0.28 is author normalization",MEDIUM,TRUE,"R9 re-parameterization; reference dict only"
A8_NE_001,brain/neurochemicals/norepinephrine.py,15,CHANNEL,1,ann-assign,C,"NE channel index in 4-channel tensor",Doya 2002 / Aston-Jones 2005 (docstring),structural,N/A,"Topology index; channel ordering convention",HIGH,FALSE,"STRUCTURAL; channel index"
A8_NE_002,brain/neurochemicals/norepinephrine.py,17,BASELINE,0.5,ann-assign,E,"NE baseline on normalized [0,1] scale (engine convention midpoint)",NONE,websearch-google,NEGATIVE,"Doya 2002 / Aston-Jones 2005 describe tonic baseline qualitatively; no published '0.5' baseline value on [0,1] scale",HIGH,TRUE,"E5 operational scaling; identity midpoint, not literature value"
A8_NE_003,brain/neurochemicals/norepinephrine.py,21,REFERENCE_VALUES.resting_baseline,0.50,dict-value,E,"Author-normalized [0,1] reference for tonic NE baseline",Aston-Jones 2005,websearch-google,PARTIAL,"Aston-Jones & Cohen 2005 Annu Rev Neurosci 28:403 confirmed for phasic/tonic LC-NE framework; specific normalized values not published; 0.50 is author midpoint",MEDIUM,TRUE,"R9 re-parameterization; reference dict only"
A8_NE_004,brain/neurochemicals/norepinephrine.py,22,REFERENCE_VALUES.unexpected_event,0.75,dict-value,E,"Author-normalized [0,1] reference for phasic NE burst",Aston-Jones 2005,websearch-google,PARTIAL,"Aston-Jones 2005 framework confirmed qualitatively (phasic burst > tonic); specific normalized burst value not published",MEDIUM,TRUE,"R9 re-parameterization; reference dict only"
A8_NE_005,brain/neurochemicals/norepinephrine.py,23,REFERENCE_VALUES.familiar_predictable,0.35,dict-value,E,"Author-normalized [0,1] reference for low-tonic NE during predictable sequences",Aston-Jones 2005,websearch-google,PARTIAL,"Aston-Jones 2005 framework confirmed; specific low-tonic numeric not published",MEDIUM,TRUE,"R9 re-parameterization; reference dict only"
A8_OPI_001,brain/neurochemicals/opioid.py,14,CHANNEL,2,ann-assign,C,"OPI channel index in 4-channel tensor",Berridge 2003 / Blood-Zatorre 2001 / Mallik 2017 (docstring),structural,N/A,"Topology index; channel ordering convention",HIGH,FALSE,"STRUCTURAL; channel index"
A8_OPI_002,brain/neurochemicals/opioid.py,16,BASELINE,0.5,ann-assign,E,"OPI baseline on normalized [0,1] scale (engine convention midpoint)",NONE,websearch-google,NEGATIVE,"No published OPI baseline '0.5' on normalized scale",HIGH,TRUE,"E5 operational scaling; identity midpoint"
A8_OPI_003,brain/neurochemicals/opioid.py,20,REFERENCE_VALUES.peak_pleasure_chills,0.85,dict-value,E,"Author-normalized [0,1] reference for peak OPI during musical chills; comment cites Blood & Zatorre 2001",Blood & Zatorre 2001,websearch-google,PARTIAL,"Blood & Zatorre 2001 PNAS 98:11818 confirmed for chills-PET rCBF in NAcc/midbrain/amygdala/OFC/vmPFC; paper uses regional CBF, no published '0.85' on [0,1] OPI scale",MEDIUM,TRUE,"R9 re-parameterization; reference dict only"
A8_OPI_004,brain/neurochemicals/opioid.py,21,REFERENCE_VALUES.naltrexone_blockade,0.30,dict-value,E,"Author-normalized [0,1] reference for naltrexone-reduced pleasure; comment cites Mallik 2017",Mallik 2017,websearch-google,PARTIAL,"Mallik 2017 Sci Rep 7:41952 confirmed (N=17 down to 15; subjective pleasure decreased p<0.05 under naltrexone); specific '0.30' not published as bit-exact value; author normalization on 0-100 MIDI slider scale",MEDIUM,TRUE,"R9 re-parameterization; reference dict only"
A8_OPI_005,brain/neurochemicals/opioid.py,22,REFERENCE_VALUES.neutral_listening,0.40,dict-value,E,"Author-normalized [0,1] reference for OPI during non-preferred music",NONE,N/A,N/A,"No literature anchor for this specific value; author-chosen reference",HIGH,FALSE,"E5 operational scaling; reference dict only"
A8_5HT_001,brain/neurochemicals/serotonin.py,14,CHANNEL,3,ann-assign,C,"5HT channel index in 4-channel tensor",Doya 2002 / Crockett 2009 (docstring),structural,N/A,"Topology index; channel ordering convention",HIGH,FALSE,"STRUCTURAL; channel index"
A8_5HT_002,brain/neurochemicals/serotonin.py,16,BASELINE,0.5,ann-assign,E,"5HT baseline on normalized [0,1] scale (engine convention midpoint)",NONE,websearch-google,NEGATIVE,"Doya 2002 describes 5HT as discount-factor γ qualitatively; no published baseline numeric on [0,1]",HIGH,TRUE,"E5 operational scaling; identity midpoint"
A8_5HT_003,brain/neurochemicals/serotonin.py,20,REFERENCE_VALUES.normal_baseline,0.50,dict-value,E,"Author-normalized [0,1] reference for resting 5HT tone",NONE,N/A,N/A,"No literature anchor for normalized baseline numeric; author convention midpoint",HIGH,FALSE,"E5 operational scaling; reference dict only"
A8_5HT_004,brain/neurochemicals/serotonin.py,21,REFERENCE_VALUES.elevated_calm_patient,0.70,dict-value,E,"Author-normalized [0,1] reference for elevated 5HT (long-horizon reward sensitivity)",NONE,N/A,N/A,"No specific literature numeric for elevated 5HT on [0,1] scale",HIGH,FALSE,"E5 operational scaling; reference dict only"
A8_5HT_005,brain/neurochemicals/serotonin.py,22,REFERENCE_VALUES.depleted_anxious_impulsive,0.30,dict-value,E,"Author-normalized [0,1] reference for tryptophan-depleted 5HT (short-horizon bias)",Crockett 2009,websearch-google,PARTIAL,"Crockett 2009 tryptophan-depletion literature confirmed qualitatively; no published normalized '0.30' on [0,1]",MEDIUM,TRUE,"R9 re-parameterization; reference dict only"
A8_MGR_001,brain/neurochemicals/manager.py,37,BASELINE,0.5,module-assign,E,"Neuro tensor baseline at init (only NE channel actually initialized to BASELINE; DA/OPI/5HT start at 0)",NONE,N/A,N/A,"Engine convention midpoint of unit interval; documented in init_neuro docstring",HIGH,FALSE,"E5 operational scaling; engine convention not literature value"
A8_MGR_002,brain/neurochemicals/manager.py,93,<expr-L>,1.0,expr-literal,D,"Amplify-effect formula upper bound (1-ch term scales channel toward 1.0 saturation; unit-interval upper identity)",NONE,N/A,N/A,"Trivial identity boundary of normalized [0,1] tensor; mathematical complement",HIGH,FALSE,"IDENTITY-PLACEHOLDER; unit interval upper bound"
A8_MGR_003,brain/neurochemicals/manager.py,98,neuro.clamp_.arg0,0.0,call-posarg0,D,"Lower clamp bound on neuro tensor (identity boundary of unit interval)",NONE,N/A,N/A,"Trivial identity boundary [0,1] of neurochem state",HIGH,FALSE,"IDENTITY-PLACEHOLDER; unit interval lower bound"
A8_MGR_004,brain/neurochemicals/manager.py,98,neuro.clamp_.arg1,1.0,call-posarg1,D,"Upper clamp bound on neuro tensor (identity boundary of unit interval)",NONE,N/A,N/A,"Trivial identity boundary [0,1] of neurochem state",HIGH,FALSE,"IDENTITY-PLACEHOLDER; unit interval upper bound"
